cfg;#tasks;%shared;#uncertainty;#hTasks;#rTasks;makespan;time (secs)
AIJFbTPlannerC;25;60;30;-1;-1
AIJFbTPlannerC;25;80;10;-1;-1
AIJFbTPlannerC;25;80;20;-1;-1
AIJFbTPlannerC;25;80;30;-1;-1
AIJFbTPlannerC;25;100;10;-1;-1
AIJFbTPlannerC;25;100;20;-1;-1
AIJFbTPlannerC;25;100;30;-1;-1
AIJFbTPlannerC;30;20;10;-1;-1
AIJFbTPlannerC;30;20;20;-1;-1
AIJFbTPlannerC;30;20;30;-1;-1
AIJFbTPlannerC;30;40;10;-1;-1
AIJFbTPlannerC;30;40;20;-1;-1
AIJFbTPlannerC;30;40;30;-1;-1
AIJFbTPlannerC;30;60;10;-1;-1
AIJFbTPlannerC;30;60;20;-1;-1
AIJFbTPlannerC;30;60;30;-1;-1
AIJFbTPlannerC;30;80;10;-1;-1
AIJFbTPlannerC;30;80;20;-1;-1
AIJFbTPlannerC;30;80;30;-1;-1
AIJFbTPlannerC;30;100;10;-1;-1
AIJFbTPlannerC;30;100;20;-1;-1
AIJFbTPlannerC;30;100;30;-1;-1
AIJFbTPlannerD;10;20;10;-1;-1
AIJFbTPlannerD;10;20;20;-1;-1
AIJFbTPlannerD;10;20;30;10.0;2.0;20.0;0.6136666666666666
AIJFbTPlannerD;10;40;10;8.666666666666666;3.3333333333333335;155.0;9.949666666666666
AIJFbTPlannerD;10;40;20;8.333333333333334;3.6666666666666665;66.0;2.945
AIJFbTPlannerD;10;40;30;8.0;4.0;29.0;1.2783333333333333
AIJFbTPlannerD;10;60;10;7.333333333333333;4.666666666666667;130.33333333333334;15.628666666666666
AIJFbTPlannerD;10;60;20;-1;-1
AIJFbTPlannerD;10;60;30;7.0;5.0;37.0;20.62933333333333
AIJFbTPlannerD;10;80;10;-1;-1
AIJFbTPlannerD;10;80;20;-1;-1
AIJFbTPlannerD;10;80;30;-1;-1
AIJFbTPlannerD;10;100;10;-1;-1
AIJFbTPlannerD;10;100;20;-1;-1
AIJFbTPlannerD;10;100;30;-1;-1
AIJFbTPlannerD;15;20;10;-1;-1
AIJFbTPlannerD;15;20;20;-1;-1
AIJFbTPlannerD;15;20;30;15.0;2.0;30.0;2.8513333333333333
AIJFbTPlannerD;15;40;10;-1;-1
AIJFbTPlannerD;15;40;20;-1;-1
AIJFbTPlannerD;15;40;30;12.0;5.0;36.0;72.45233333333333
AIJFbTPlannerD;15;60;10;-1;-1
AIJFbTPlannerD;15;60;20;-1;-1
AIJFbTPlannerD;15;60;30;-1;-1
AIJFbTPlannerD;15;80;10;-1;-1
AIJFbTPlannerD;15;80;20;-1;-1
AIJFbTPlannerD;15;80;30;-1;-1
AIJFbTPlannerD;15;100;10;-1;-1
AIJFbTPlannerD;15;100;20;-1;-1
AIJFbTPlannerD;15;100;30;-1;-1
AIJFbTPlannerD;20;20;10;-1;-1
AIJFbTPlannerD;20;20;20;-1;-1
AIJFbTPlannerD;20;20;30;-1;-1
AIJFbTPlannerD;20;40;10;-1;-1
AIJFbTPlannerD;20;40;20;-1;-1
AIJFbTPlannerD;20;40;30;-1;-1
AIJFbTPlannerD;20;60;10;-1;-1
AIJFbTPlannerD;20;60;20;-1;-1
AIJFbTPlannerD;20;60;30;-1;-1
AIJFbTPlannerD;20;80;10;-1;-1
AIJFbTPlannerD;20;80;20;-1;-1
AIJFbTPlannerD;20;80;30;-1;-1
AIJFbTPlannerD;20;100;10;-1;-1
AIJFbTPlannerD;20;100;20;-1;-1
AIJFbTPlannerD;20;100;30;-1;-1
AIJFbTPlannerD;25;20;10;-1;-1
AIJFbTPlannerD;25;20;20;-1;-1
AIJFbTPlannerD;25;20;30;23.333333333333332;3.6666666666666665;46.666666666666664;47.66566666666667
AIJFbTPlannerD;25;40;10;-1;-1
AIJFbTPlannerD;25;40;20;-1;-1
AIJFbTPlannerD;25;40;30;-1;-1
AIJFbTPlannerD;25;60;10;-1;-1
AIJFbTPlannerD;25;60;20;-1;-1
AIJFbTPlannerD;25;60;30;-1;-1
AIJFbTPlannerD;25;80;10;-1;-1
AIJFbTPlannerD;25;80;20;-1;-1
AIJFbTPlannerD;25;80;30;-1;-1
AIJFbTPlannerD;25;100;10;-1;-1
AIJFbTPlannerD;25;100;20;-1;-1
AIJFbTPlannerD;25;100;30;-1;-1
AIJFbTPlannerD;30;20;10;-1;-1
AIJFbTPlannerD;30;20;20;-1;-1
AIJFbTPlannerD;30;20;30;-1;-1
AIJFbTPlannerD;30;40;10;-1;-1
AIJFbTPlannerD;30;40;20;-1;-1
AIJFbTPlannerD;30;40;30;-1;-1
AIJFbTPlannerD;30;60;10;-1;-1
AIJFbTPlannerD;30;60;20;-1;-1
AIJFbTPlannerD;30;60;30;-1;-1
AIJFbTPlannerD;30;80;10;-1;-1
AIJFbTPlannerD;30;80;20;-1;-1
AIJFbTPlannerD;30;80;30;-1;-1
AIJFbTPlannerD;30;100;10;-1;-1
AIJFbTPlannerD;30;100;20;-1;-1
AIJFbTPlannerD;30;100;30;-1;-1
